symbol,mean
ROL,1.387384967286498
ROP,1.1576522617374179
ROST,1.0155626340702437
RSG,1.0850190282024088
RTX,0.9099484770252991
SBAC,1.069774403371912
SBUX,1.1322985311231786
SCHW,1.0568716011506234
SEE,1.308018953502003
SHW,1.2539927691541815
SIVB,1.3773452951586662
SJM,1.0370354105677704
SLB,0.9193295806106222
SNA,1.1547569277409993
SNPS,1.3880701872730457
SO,0.9695269925798989
SPG,0.9357935540088815
SPGI,1.1975232935443207
SRE,0.9701751648929143
STE,1.1392551651407765
STT,1.0454882688308307
STX,1.0074785433705795
STZ,1.108613678305114
SWK,1.2958701002198127
SWKS,1.3177583842229643
SYF,1.2303900389108098
SYK,1.1137955244815574
SYY,1.1116867826958696
T,0.893229663786429
TAP,0.8972628827841537
TDG,1.1942735815124432
TDY,1.0177568050484842
TEL,1.2765403597403473
TER,1.3934427124077056
TFC,1.056392262699221
TFX,1.0675904969602321
TGT,1.3329066384527262
TJX,1.0786018080242072
TMO,1.325033734148694
TMUS,1.2789979391914112
TPR,1.240501186766813
TRMB,1.377914546671176
TROW,1.1635842751573742
TRV,1.0743893599930674
TSCO,1.4222301247712197
TSLA,2.8123663423331284
TSN,0.95228450913173035
TT,1.3272084810351912
TTWO,1.3260202612422567
TWTR,1.3704652509052075
TXN,1.22158738635705
TXT,1.183663808830927
TYL,1.1561252975068046
UA,1.1477807013564945
UAA,1.1651722901130053
UAL,1.0076546093366703
UDR,0.8877820673278118
UHS,1.067964064628785
ULTA,1.0472700044737366
UNH,1.1343940654890092
UNM,1.0639249063421792
UNP,1.1860085034190953
UPS,1.5212065659437635
URI,1.4798058426165714
USB,0.9930619491059884
V,1.0905039590130157
VAR,1.3420555021145049
VFC,1.1140061053381907
VIAC,1.3890863836498963
VLO,0.8235213103458169
VMC,1.147047877711905
VNO,0.819507313690795
VRSK,1.182719366438265
VRSN,1.0180863715148438
VRTX,1.025196440756076
VTR,1.1687738869765718
VTRS,0.9358787616413218
VZ,1.0356377740714087
WAB,1.093958808212398
WAT,1.0897709563313733
WBA,0.8537498824301872
WDC,0.8693180511574637
WEC,1.0239609191988142
WELL,1.0299822868744035
WFC,0.7961174405632692
WHR,1.481584816796642
WLTW,1.057628991874854
WM,1.059800831247501
WMB,1.1016507184551747
WMT,1.1542167331989994
WRB,1.05694539384194
WRK,1.1728419773309788
WST,1.5307829885161004
WU,1.0104562393954741
WY,1.2812278517017437
WYNN,0.9880157192807794
XEL,1.073773389009688
XLNX,1.297161024240682
XOM,0.8192212922783456
XRAY,1.0325612777596938
XYL,1.199033317512173
YUM,1.1009425021821717
ZBH,1.1287094031468794
ZBRA,1.2971209675683655
ZION,0.9979976033734147
ZTS,1.196017956475096
